event_update_time;milemarker;event_update_type;event_id;classification;status
2023-10-31 20:32:45.324805-05:00;62.4;closed;342883;disabledVehicle;Closed
2023-10-31 20:07:46.149650-05:00;62.4;new;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 20:07:46.149650-05:00;62.4;update;342883;disabledVehicle;Active
2023-10-31 18:27:55.986080-05:00;58.6;closed;342878;incident;Closed
2023-10-31 18:15:09.805584-05:00;57.6;closed;342776;abandonedVehicle;Closed
2023-10-31 18:14:21.070575-05:00;61.4;closed;342631;abandonedVehicle;Closed
2023-10-31 18:13:16.010100-05:00;66.8;update;342876;disabledVehicle;Unresolved
2023-10-31 18:13:16.010100-05:00;66.8;update;342876;disabledVehicle;Unresolved
2023-10-31 18:13:16.010100-05:00;66.8;update;342876;disabledVehicle;Unresolved
2023-10-31 18:07:49.463929-05:00;58.6;new;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:07:49.463929-05:00;58.6;update;342878;incident;Active
2023-10-31 18:04:18.411009-05:00;66.8;new;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 18:04:18.411009-05:00;66.8;update;342876;disabledVehicle;Active
2023-10-31 16:47:50.628530-05:00;61.2;closed;342865;incident;Closed
2023-10-31 16:31:56.841631-05:00;61.4;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.0;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:31:56.841631-05:00;61.2;update;342865;incident;Active
2023-10-31 16:22:29.669268-05:00;61.2;new;342865;incident;Unconfirmed
2023-10-31 16:22:29.669268-05:00;61.2;update;342865;incident;Unconfirmed
