event_update_time;milemarker;event_update_type;event_id;classification;status
2024-03-08 21:43:50.886218-06:00;58.8;closed;358619;disabledVehicle;Closed
2024-03-08 21:43:50.886218-06:00;58.8;new;358619;disabledVehicle;Closed
2024-03-08 21:33:13.093026-06:00;59.2;update;358618;disabledVehicle;Unresolved
2024-03-08 21:33:13.093026-06:00;59.2;update;358618;disabledVehicle;Unresolved
2024-03-08 21:33:13.093026-06:00;59.2;update;358618;disabledVehicle;Unresolved
2024-03-08 21:33:13.093026-06:00;59.2;update;358618;disabledVehicle;Unresolved
2024-03-08 21:32:34.696458-06:00;58.8;new;358619;disabledVehicle;Active
2024-03-08 21:32:34.696458-06:00;58.8;update;358619;disabledVehicle;Active
2024-03-08 21:32:34.696458-06:00;58.8;update;358619;disabledVehicle;Active
2024-03-08 21:32:34.696458-06:00;58.8;update;358619;disabledVehicle;Active
2024-03-08 21:32:34.696458-06:00;58.8;update;358619;disabledVehicle;Active
2024-03-08 21:32:34.696458-06:00;58.8;update;358619;disabledVehicle;Active
2024-03-08 21:29:56.194950-06:00;59.2;new;358618;disabledVehicle;Active
2024-03-08 21:29:56.194950-06:00;59.2;update;358618;disabledVehicle;Active
2024-03-08 21:29:56.194950-06:00;59.2;update;358618;disabledVehicle;Active
2024-03-08 21:29:56.194950-06:00;59.2;update;358618;disabledVehicle;Active
2024-03-08 20:04:04.666056-06:00;59.2;closed;358609;incident;Closed
2024-03-08 20:04:04.666056-06:00;59.2;new;358609;incident;Closed
2024-03-08 18:50:52.710246-06:00;59.2;new;358609;incident;Active
2024-03-08 18:50:52.710246-06:00;59.2;update;358609;incident;Active
2024-03-08 18:50:52.710246-06:00;59.2;update;358609;incident;Active
2024-03-08 18:50:52.710246-06:00;59.2;update;358609;incident;Active
2024-03-08 18:50:52.710246-06:00;59.2;update;358609;incident;Active
2024-03-08 18:50:52.710246-06:00;59.2;update;358609;incident;Active
2024-03-08 18:50:52.710246-06:00;59.2;update;358609;incident;Active
